92	2	2	0	1	0	1	
93	0	0	1	0	1	2	
94	1	2	1	1	0	0	
95	0	2	2	2	0	2	
96	1	0	1	1	1	0	
97	0	0	0	2	1	1	
98	0	2	1	1	1	1	
99	2	1	2	1	0	0	
100	1	1	0	2	0	0	
101	1	1	2	2	0	2	
102	2	1	0	1	0	0	
103	1	1	0	2	0	2	
104	0	1	2	2	2	2	
105	0	1	0	2	0	0	
106	1	1	1	1	2	2	
107	0	1	0	1	2	2	
108	0	1	0	1	0	2	
109	1	1	1	1	0	2	
110	1	1	0	1	2	2	
111	0	1	1	1	2	2	
112	1	1	1	1	1	2	
113	1	1	1	2	0	2	
114	1	2	2	2	0	2	
115	2	2	2	2	1	0	
116	1	2	1	1	0	1	
117	0	0	0	0	1	2	
118	0	2	0	2	1	0	
119	0	2	1	1	0	0	
120	1	2	1	2	0	1	
121	1	2	1	2	0	0	
122	2	2	1	2	0	2	
123	1	2	1	2	1	0	
124	1	2	1	0	1	0	
125	0	0	0	2	1	2	
126	0	0	1	2	1	1	
127	1	2	1	2	0	2	
128	2	2	1	2	0	0	
129	2	2	1	2	1	0	
130	2	2	1	1	1	1	
131	0	2	1	0	1	0	
132	2	2	1	0	1	0	
133	1	2	1	0	1	1	
134	0	2	0	0	1	0	
135	2	2	0	1	1	1	
136	2	2	1	1	0	0	
137	2	2	0	0	1	1	
138	0	2	0	2	1	1	
139	2	2	1	2	0	1	
140	1	2	0	1	0	1	
141	2	2	1	0	0	0	
142	2	2	1	0	1	1	
143	2	2	0	1	0	0	
144	2	2	1	1	0	1	
145	2	2	2	2	2	1	
146	2	0	0	0	1	0	
147	2	0	2	0	0	0	
148	1	2	1	0	0	0	
149	2	1	1	0	0	0	
150	2	2	1	1	1	0	
151	2	0	1	0	0	0	
152	2	1	1	1	0	0	
153	2	1	0	0	0	0	
154	2	0	2	2	0	0	
155	2	1	2	0	0	0	
156	2	2	2	1	0	0	
157	0	2	1	2	0	0	
158	0	2	1	0	0	0	
159	0	2	1	0	1	1	
160	0	0	1	1	1	0	
161	0	2	1	2	1	0	
162	0	0	1	2	1	2	
163	0	2	0	1	0	1	
164	2	2	0	2	0	1	
165	1	1	1	2	0	0	
166	1	1	1	2	1	2	
167	0	2	0	1	0	0	
168	2	2	0	0	1	0	
169	1	0	1	1	0	1	
170	0	1	0	0	2	2	
171	1	1	0	1	0	2	
172	0	0	1	2	2	2	
173	2	1	1	1	1	1	
174	0	2	1	1	1	0	
175	0	0	2	0	2	0	
176	0	2	2	2	2	0	
177	1	2	0	1	0	0	
178	0	1	1	0	0	0	
179	0	1	1	2	0	2	
180	1	1	1	2	1	0	
181	1	0	1	2	0	0	
182	1	1	1	0	0	2	
183	2	2	2	2	0	1	
184	0	2	0	0	1	1	
185	0	2	0	0	0	1	
186	2	2	0	2	1	1	
187	0	0	2	2	0	0	
188	0	0	1	0	0	1	
189	2	2	2	0	1	0	
190	2	0	1	0	1	1	
191	2	2	2	1	1	1	
192	2	0	0	0	1	1	
193	1	1	2	2	0	0	
194	2	0	2	2	0	2	
195	0	0	2	0	0	2	
196	2	2	0	0	0	1	
197	2	1	1	1	0	1	
198	0	0	2	2	1	0	
199	0	0	2	2	1	1	
200	0	2	0	1	1	1	
201	0	2	0	2	0	1	
202	0	2	2	2	1	0	
203	0	2	1	2	0	2	
204	2	2	2	1	0	1	
205	1	1	2	1	2	2	
206	0	2	2	2	1	2	
207	2	2	2	1	1	0	
208	1	1	2	1	0	0	
